"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xERA","playerid"
"Al Jones","CHW","1","0","0","5","0","6.0","3.00","4.50","0.00",".188","66.7%","","","","1.50","","3.52","","0.1","26","1","0","1.50","5","0","0","0","0","","6.0","21","3","2","1","0","3","0","0","0","0","2","","","","","","","","","","","","3.00","4.50","0.67","4.50","0.00",".167","1.00",".188","66.7%","3.52","","","","","","","","","","","0.6","6.0","0.6","0.1","","","","0.39","-0.17","0.56","2.17","0.21","1.22","1.31","1.19","0.19","4","0.17","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","35","86","","9.5%","14.3%","","","-2.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.0","0.1","26 - 26","-4.8%","","","","","","","5.11","23.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","135","42","50","0","65","73","67","94","70","165","","","","","","","","","","","","","","","","","","0","","","","1006524"
"Dwight Gooden","NYM","24","4","0","35","35","276.2","8.72","2.24","0.42",".259","86.9%","","","","1.53","","2.13","","8.9","20","24","4","1.53","35","35","16","8","0","","276.2","1065","198","51","47","13","69","4","2","6","2","268","","","","","","","","","","","","8.72","2.24","3.88","6.44","0.42",".199","0.97",".259","86.9%","2.13","","","","","","","","","73.1","276.2","","","73.1","8.9","","","","9.46","-14.82","24.28","70.42","7.88","1.15","1.04","0.88","1.42","19","6.20","2.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","44","58","","25.2%","6.5%","","","-0.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8","1.0","2.8","3.9","20 - 20","18.7%","","","","","","","2.30","32.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159","68","232","75","58","81","73","94","120","174","75","","","","","","","","","","","","","","","","","","0","","","","1004852"
"Rob Woodward","BOS","1","0","0","5","2","26.2","5.40","3.04","0.00",".198","71.4%","","","","1.69","","2.72","","0.6","22","1","0","1.69","5","2","0","0","0","","26.2","113","17","8","5","0","9","0","2","0","0","16","","","","","","","","","","","","5.40","3.04","1.78","5.74","0.00",".167","0.98",".198","71.4%","2.72","","","","","","","","","5.0","17.0","0.6","9.2","5.6","0.6","","","","0.24","-1.16","1.40","6.91","0.67","0.66","0.67","0.68","1.41","2","0.61","-0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","40","69","","14.2%","8.0%","","","-1.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.6","-0.5","0.1","22 - 22","6.2%","","","","","","","3.79","22.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","91","113","64","0","65","71","71","101","104","92","","","","","","","","","","","","","","","","","","0","","","","1014249"
"Andy Hassler","STL","0","1","0","10","0","10.0","4.50","3.60","0.00",".250","61.5%","","","","1.80","","2.88","","0.1","33","0","1","1.80","10","0","0","0","0","","10.0","45","9","5","2","0","4","0","0","0","0","5","","","","","","","","","","","","4.50","3.60","1.25","8.10","0.00",".220","1.30",".250","61.5%","2.88","","","","","","","","","","","0.9","10.0","0.9","0.1","","","","0.08","-0.31","0.40","0.55","0.06","0.54","0.75","0.84","1.62","6","0.03","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","51","80","","11.1%","8.9%","","","-1.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.1","-0.2","-0.1","33 - 33","2.2%","","","","","","","4.27","20.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","110","75","95","0","89","99","91","85","77","103","","","","","","","","","","","","","","","","","","0","","","","1005480"
"Rich Gossage","SDP","5","3","26","50","0","79.0","5.92","1.94","0.11",".266","75.7%","","","","1.82","","2.22","","2.6","33","5","3","1.82","50","0","0","0","26","","79.0","308","64","21","16","1","17","1","1","0","0","52","","","","","","","","","","","","5.92","1.94","3.06","7.29","0.11",".221","1.03",".266","75.7%","2.22","","","","","","","","","","","23.6","79.0","23.6","2.6","","","","3.93","-7.92","11.85","14.49","1.65","2.09","2.03","2.18","2.11","12","1.84","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","8","52","59","","16.9%","5.5%","","","-0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","0.3","-0.1","0.2","33 - 33","11.4%","","","","","","","3.17","22.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","59","183","85","16","89","78","97","105","117","64","","","","","","","","","","","","","","","","","","0","","","","1004894"
"Jeff Lahti","STL","5","2","19","52","0","68.1","5.40","3.42","0.40",".287","87.3%","","","","1.84","","3.20","","0.7","28","5","2","1.84","52","0","0","0","19","","68.1","279","63","15","14","3","26","10","0","1","0","41","","","","","","","","","","","","5.40","3.42","1.58","8.30","0.40",".249","1.30",".287","87.3%","3.20","","","","","","","","","","","6.7","68.1","6.7","0.7","","","","3.94","-5.14","9.08","16.50","1.80","1.62","1.79","2.03","2.62","21","1.02","1.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","6","52","89","","14.7%","9.3%","","","-1.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","-0.2","2.3","2.1","28 - 28","5.4%","","","","","","","3.89","25.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","104","94","97","54","101","99","104","121","102","108","","","","","","","","","","","","","","","","","","0","","","","1007257"
"Donnie Moore","CAL","8","8","31","65","0","103.0","6.29","1.83","0.79",".260","84.5%","","","","1.92","","3.03","","2.4","31","8","8","1.92","65","0","0","0","31","","103.0","417","91","28","22","9","21","3","0","2","0","72","","","","","","","","","","","","6.29","1.83","3.43","7.95","0.79",".230","1.09",".260","84.5%","3.03","","","","","","","","","","","23.4","103.0","23.4","2.4","","","","4.15","-11.04","15.19","24.61","2.53","1.95","1.87","2.01","1.57","8","1.60","0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","11","47","73","","17.3%","5.0%","","","-1.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","0.4","1.3","1.7","31 - 31","12.2%","","","","","","","3.07","24.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","55","217","88","81","89","79","93","119","127","58","","","","","","","","","","","","","","","","","","0","","","","1009102"
"Steve Ontiveros","OAK","1","3","8","39","0","74.2","4.34","2.29","0.48",".184","81.1%","","","","1.93","","3.26","","1.0","24","1","3","1.93","39","0","0","0","8","","74.2","284","45","17","16","4","19","2","2","1","0","36","","","","","","","","","","","","4.34","2.29","1.89","5.42","0.48",".171","0.86",".184","81.1%","3.26","","","","","","","","","","","9.7","74.2","9.7","1.0","","","","3.07","-3.81","6.88","26.26","2.72","1.22","1.22","1.40","2.04","21","2.11","0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","5","49","81","","12.7%","6.7%","","","-1.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","1.7","0.0","1.7","24 - 24","6.0%","","","","","","","3.82","20.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","69","120","60","50","67","63","66","114","93","77","","","","","","","","","","","","","","","","","","0","","","","1009826"
"Mark Huismann","KCR","1","0","0","9","0","18.2","4.34","1.45","0.48",".228","83.3%","","","","1.93","","2.90","","0.3","27","1","0","1.93","9","0","0","0","0","","18.2","70","14","4","4","1","3","0","0","0","0","9","","","","","","","","","","","","4.34","1.45","3.00","6.75","0.48",".209","0.91",".228","83.3%","2.90","","","","","","","","","","","2.6","18.2","2.6","0.3","","","","0.43","-0.34","0.77","4.19","0.45","0.54","0.69","0.87","0.18","3","0.37","0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","46","72","","12.9%","4.3%","","","-0.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.2","0.1","0.3","27 - 27","8.6%","","","","","","","3.51","18.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","43","190","75","50","81","66","82","117","94","50","","","","","","","","","","","","","","","","","","0","","","","1006171"
"John Tudor","STL","21","8","0","36","36","275.0","5.53","1.60","0.46",".236","80.1%","","","","1.93","","2.71","","6.4","31","21","8","1.93","36","36","14","10","0","","275.0","1062","209","68","59","14","49","4","5","4","0","169","","","","","","","","","","","","5.53","1.60","3.45","6.84","0.46",".207","0.94",".236","80.1%","2.71","","","","","","","","","55.5","275.0","","","55.5","6.4","","","","5.71","-12.79","18.50","50.36","5.82","0.92","0.91","0.87","1.25","22","6.27","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","55","75","","15.9%","4.6%","","","-0.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0","2.9","0.7","3.6","31 - 31","11.3%","","","","","","","3.18","21.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","49","206","80","62","84","71","86","111","110","53","","","","","","","","","","","","","","","","","","0","","","","1013215"
"Karl Best","SEA","2","1","4","15","0","32.1","8.91","1.67","0.28",".273","75.2%","","","","1.95","","1.76","","1.3","26","2","1","1.95","15","0","0","0","4","","32.1","128","25","9","7","1","6","0","1","0","0","32","","","","","","","","","","","","8.91","1.67","5.33","6.96","0.28",".207","0.96",".273","75.2%","1.76","","","","","","","","","","","12.5","32.1","12.5","1.3","","","","1.66","-1.24","2.89","11.08","1.11","0.99","1.30","1.64","0.31","8","0.82","0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","2","46","42","","25.0%","4.7%","","","0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","0.0","-0.2","-0.2","26 - 26","20.3%","","","","","","","2.10","30.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","50","338","77","29","80","70","98","106","184","54","","","","","","","","","","","","","","","","","","0","","","","1000925"
"Chuck Porter","MIL","0","0","0","6","1","13.2","5.27","1.32","0.66",".298","57.7%","","","","1.98","","2.90","","0.2","29","0","0","1.98","6","1","0","0","0","","13.2","58","15","8","3","1","2","0","0","0","0","8","","","","","","","","","","","","5.27","1.32","4.00","9.88","0.66",".268","1.24",".298","57.7%","2.90","","","","","","","","","1.5","4.0","0.5","9.2","2.0","0.2","","","","-0.01","-0.38","0.37","-2.32","-0.20","0.36","0.39","0.35","0.64","5","0.04","-0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","48","73","","13.8%","3.4%","","","-0.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","-0.1","0.0","-0.1","29 - 29","10.3%","","","","","","","3.30","19.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","40","190","110","68","104","91","107","81","101","40","","","","","","","","","","","","","","","","","","0","","","","1010448"
"Tom Henke","TOR","3","3","13","28","0","40.0","9.45","1.80","0.90",".253","79.6%","","","","2.03","","2.48","","1.1","27","3","3","2.03","28","0","0","0","13","","40.0","153","29","12","9","4","8","2","0","0","0","42","","","","","","","","","","","","9.45","1.80","5.25","6.53","0.90",".200","0.93",".253","79.6%","2.48","","","","","","","","","","","10.5","40.0","10.5","1.1","","","","2.25","-3.15","5.40","8.63","0.89","1.69","1.71","1.60","3.10","6","0.95","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","4","48","61","","27.5%","5.2%","","","-0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","0.2","0.0","0.2","27 - 27","22.2%","","","","","","","1.87","35.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180","54","333","73","93","78","68","91","112","202","61","","","","","","","","","","","","","","","","","","0","","","","1005649"
"Orel Hershiser","LAD","19","3","0","36","34","239.2","5.90","2.55","0.30",".239","74.9%","","","","2.03","","2.73","","5.4","26","19","3","2.03","36","34","9","5","0","","239.2","953","179","72","54","8","68","5","6","5","0","157","","","","","","","","","","","","5.90","2.55","2.31","6.72","0.30",".204","1.03",".239","74.9%","2.73","","","","","","","","","45.8","234.2","1.4","5.0","47.2","5.4","","","","2.40","-14.56","16.96","25.09","3.14","1.01","0.92","0.90","1.42","26","3.24","-0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","59","76","","16.5%","7.1%","","","-0.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","2.3","-1.0","1.3","26 - 26","9.3%","","","","","","","3.42","24.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","78","138","79","41","82","78","87","104","114","83","","","","","","","","","","","","","","","","","","0","","","","1005741"
"Gene Walter","SDP","0","2","3","15","0","22.0","7.36","3.27","0.00",".200","70.0%","","","","2.05","","2.14","","0.6","24","0","2","2.05","15","0","0","0","3","","22.0","86","12","6","5","0","8","1","0","0","0","18","","","","","","","","","","","","7.36","3.27","2.25","4.91","0.00",".154","0.91",".200","70.0%","2.14","","","","","","","","","","","5.2","22.0","5.2","0.6","","","","0.31","-0.74","1.05","1.95","0.21","0.72","0.99","1.43","1.79","8","0.09","0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","58","57","","20.9%","9.3%","","","-0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.4","-0.4","0.0","24 - 24","11.6%","","","","","","","3.14","30.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","100","134","57","0","62","69","73","97","145","108","","","","","","","","","","","","","","","","","","0","","","","1013587"
"Don Carman","PHI","9","4","7","71","0","86.1","9.07","3.96","0.63",".220","80.1%","","","","2.08","","2.96","","1.3","25","9","4","2.08","71","0","0","0","7","","86.1","342","52","25","20","6","38","3","2","1","0","87","","","","","","","","","","","","9.07","3.96","2.29","5.42","0.63",".172","1.04",".220","80.1%","2.96","","","","","","","","","","","11.4","86.1","11.4","1.3","","","","3.71","-6.89","10.59","11.72","1.30","1.56","1.67","1.74","2.18","38","1.46","0.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","11","57","81","","25.4%","11.1%","","","-0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","1.0","0.2","1.2","25 - 25","14.3%","","","","","","","2.82","38.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165","121","137","63","85","70","79","80","111","176","129","","","","","","","","","","","","","","","","","","0","","","","1001967"
"Stew Cliburn","CAL","9","3","6","43","0","99.0","4.36","2.36","0.45",".260","83.2%","","","","2.09","","3.19","","1.5","28","9","3","2.09","43","0","0","0","6","","99.0","395","87","25","23","5","26","6","1","2","0","48","","","","","","","","","","","","4.36","2.36","1.85","7.91","0.45",".236","1.14",".260","83.2%","3.19","","","","","","","","","","","14.5","99.0","14.5","1.5","","","","2.25","-6.53","8.78","22.48","2.28","1.21","1.14","1.23","1.61","17","2.20","-0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","8","51","76","","12.2%","6.6%","","","-1.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","0.4","1.3","1.6","28 - 28","5.6%","","","","","","","3.87","20.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","71","117","88","47","92","83","93","117","89","76","","","","","","","","","","","","","","","","","","0","","","","1002350"
"Roger Mason","SFG","1","3","0","5","5","29.2","7.89","3.34","0.30",".300","69.1%","","","","2.12","","2.48","","0.8","26","1","3","2.12","5","5","1","1","0","","29.2","128","28","13","7","1","11","1","0","0","0","26","","","","","","","","","","","","7.89","3.34","2.36","8.49","0.30",".239","1.31",".300","69.1%","2.48","","","","","","","","","7.0","29.2","","","7.0","0.8","","","","-0.15","-2.55","2.39","-1.01","-0.08","1.19","1.08","0.90","2.05","4","0.05","-0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","61","67","","20.3%","8.6%","","","-0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","-0.2","-0.3","-0.5","26 - 26","11.7%","","","","","","","3.13","29.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143","102","141","99","41","97","100","109","96","141","100","","","","","","","","","","","","","","","","","","0","","","","1008222"
"Bob James","CHW","8","7","32","69","0","110.0","7.20","1.88","0.41",".267","77.8%","","","","2.13","","2.36","","3.6","26","8","7","2.13","69","0","0","0","32","","110.0","436","90","31","26","5","23","4","2","3","2","88","","","","","","","","","","","","7.20","1.88","3.83","7.36","0.41",".219","1.03",".267","77.8%","2.36","","","","","","","","","","","34.6","110.0","34.6","3.6","","","","3.24","-10.86","14.10","23.60","2.37","1.77","1.75","1.89","1.65","9","2.14","-0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","11","49","58","","20.2%","5.3%","","","-0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","0.2","0.5","0.7","26 - 26","14.9%","","","","","","","2.75","26.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137","57","243","82","42","85","75","96","110","148","61","","","","","","","","","","","","","","","","","","0","","","","1006345"
"John Franco","CIN","12","3","12","67","0","99.0","5.55","3.64","0.45",".260","82.9%","","","","2.18","","3.35","","1.0","24","12","3","2.18","67","0","0","0","12","","99.0","407","83","27","24","5","40","8","1","4","0","61","","","","","","","","","","","","5.55","3.64","1.53","7.55","0.45",".227","1.24",".260","82.9%","3.35","","","","","","","","","","","9.1","99.0","9.1","1.0","","","","3.86","-7.54","11.40","14.80","1.58","1.47","1.65","1.75","2.35","34","1.38","1.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","13","58","89","","15.0%","9.8%","","","-1.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","0.5","1.7","2.2","24 - 24","5.2%","","","","","","","3.92","26.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","111","91","88","62","92","95","94","115","104","114","","","","","","","","","","","","","","","","","","0","","","","874"
